Iaref,Ibref,Ia,Ib,varef,vbref,dva,dvb,dvc
0.452949194992695,-0.490288115388975,0.350661869902859,-0.53608526264912,0.447727816553352,-0.494260828234555,-0.337769488139435,-0.20751697802068,0.539703529306472
0.524988872097107,-0.39188633537434,0.464757039992921,-0.48324417395537,0.522442762477959,-0.398268735069575,-0.187715735507974,-0.340582207502931,0.549886383888538
0.545588215914708,-0.255002607300609,0.53296261396263,-0.381127599474761,0.545947072257136,-0.26318398402656,-0.0384960153533377,-0.431465332239995,0.457870146979633
0.512730819199511,-0.0930360641599733,0.545123270499042,-0.239078644734972,0.515963478168723,-0.102234017326684,0.145435985478917,-0.539123003898597,0.379639881885518
0.429632992853616,0.0781588804178602,0.509108422206693,-0.075995086796522,0.435365789688515,0.0688599601807862,0.300281158018182,-0.539936349496589,0.249478488451838
0.304428931059719,0.241824472434972,0.416741180013035,0.0967815608232636,0.312122512138638,0.233318881143883,0.435337218584335,-0.512296119134916,0.0788190491975313
0.149374479754296,0.381939983392361,0.289300156540487,0.256273193658615,0.158214902061414,0.375085298422239,0.52374081014609,-0.416325514955128,-0.100332866373613
-0.0203525509445769,0.484789930815593,0.130171977740324,0.394164334369361,-0.0112301059953596,0.480232880031405,0.552622233880364,-0.287058685975493,-0.250600199964019
-0.188138096885807,0.540306645287302,-0.0368851109143578,0.49152817425093,-0.179681316361434,0.538505690287231,0.528583346159278,-0.137143391018544,-0.388988091949204
-0.337558139621321,0.543055763961707,-0.205422011108736,0.545362931637946,-0.330582657927169,0.544155515525588,0.449235137985397,0.0267737546684667,-0.502841632101633
-0.453986404409695,0.492768184012964,-0.351895456145667,0.540887649402385,-0.449210445367404,0.496693505250457,0.342722506571195,0.190825292252684,-0.550128430758334
-0.526026081514107,0.39436640399833,-0.463017983150421,0.483637900256086,-0.523945469745276,0.400731167465368,0.198425074892892,0.349441434658985,-0.55181740411114
-0.546625425331708,0.257482675924598,-0.526859288185937,0.379511829435672,-0.547479257712328,0.265659979019641,0.0104846119498042,0.466158839987555,-0.442533183566604
-0.513768028616511,0.0955161327839626,-0.544201993055539,0.238907386010398,-0.517460661794988,0.104700262900425,-0.148066792789824,0.541820502740794,-0.390696925129495
-0.430670202270616,-0.075678811793871,-0.503603104427653,0.0751657570801,-0.436893935815137,-0.0663892731143425,-0.303270253293822,0.555179766236718,-0.240350358835238
-0.305466140476719,-0.239344403810983,-0.419612400621018,-0.0936186110520026,-0.313594079675888,-0.230875139014286,-0.430061027171575,0.505908988301844,-0.0839271191029068
-0.150411689171296,-0.379459914768372,-0.2898807446635,-0.257130029334186,-0.15970194139149,-0.372614425628085,-0.510538004175831,0.43140761331409,0.0829784974212284
0.0193153415275765,-0.482309862191603,-0.135346705125637,-0.393161589705247,0.00977409734495885,-0.477774558106988,-0.543050571928282,0.290324533123094,0.250502491817702
0.187100887468806,-0.537826576663312,0.0382117134886924,-0.491326375291102,0.178181395022694,-0.536041962600109,-0.537745025921614,0.144493836255328,0.385198194699493
0.066889303279563,-0.107123113226858,0.204823855223465,-0.53915065866648,0.0641159905527615,-0.104449336319631,0.448017513152882,-1.29243374272688,0.82809515968829
0.0901749565869767,-0.09706559708388,0.0901730551071858,-0.106653009211847,0.0888138170515923,-0.0978699381373325,-0.107567909282743,-0.0395400823571155,0.146981356046262
0.104582892215516,-0.0773852408073289,0.109600115178932,-0.0960509898659598,0.103779717292856,-0.0786717473618348,-0.0717539287580496,-0.0736023061647373,0.145613100975726
0.108702761044613,-0.0500084947876188,0.12459846911339,-0.0752052988691787,0.108471411957241,-0.0516576474724324,-0.0352829597743027,-0.0867562544029575,0.150866413124973
0.102131281603209,-0.0176151856669681,0.124276239888952,-0.0460125877146026,0.102493297153163,-0.0194729377986383,0.00179663849597216,-0.10890908267351,0.118850625343744
0.0855117160826555,0.0166238037586341,0.120169501163868,-0.0150207408559123,0.0863528459578173,0.0147568248776479,0.0145907665200535,-0.111656420245027,0.086887877255899
0.0604709033522786,0.049356922648013,0.0997049584707913,0.0211305476800268,0.0617176387715742,0.0476378379986439,0.0536239099640684,-0.104597727776679,0.0529802471288622
0.0294600126430912,0.0773800252553996,0.0760682531146041,0.0509426690152134,0.0309236104831959,0.0760052022447143,0.0639941458520259,-0.0855562091161148,0.0159137450870778
-0.00448539401473395,0.097950015046505,0.0459072876568364,0.0774767387540092,-0.00297663551419111,0.0970417661875911,0.0617123817542709,-0.0578304522650508,-0.0093030465796578
-0.0380425036904284,0.109053358105021,0.00797825457014482,0.0994994397238406,-0.0366363642210255,0.108679118236742,0.0659639359023659,-0.0220155449422025,-0.0496564162296185
-0.0679265126965634,0.109603181850847,-0.0243020486425006,0.110045455109329,-0.066826272048224,0.109810574455736,0.0475557753622751,0.00400572255398863,-0.0612400485320333
-0.0912121660039771,0.0995456657078693,-0.0544347550038336,0.109850092154266,-0.0905461695781293,0.100313449838541,0.0275372413477243,0.0422819281041777,-0.0690107990712794
-0.105620101632517,0.0798653094313181,-0.0775057844217402,0.0967482179782832,-0.105487456909573,0.0811321312718957,0.00428854333727125,0.0700019131434472,-0.0740732661327213
-0.109739970461613,0.052488563411608,-0.0886501761193608,0.0761557232168366,-0.110205182900921,0.0541163224950162,-0.0382938785416759,0.0895432895772282,-0.0607851391595161
-0.10316849102021,0.0200952542909574,-0.0955973511412643,0.0503540121397315,-0.104177967431336,0.0219087260299207,-0.0622215768675457,0.0961594916987789,-0.0457095267143751
-0.0865489254996559,-0.0141437351346448,-0.0840335725263406,0.0149439274949876,-0.0880878842305858,-0.0122912167535275,-0.0923145150209019,0.113544708789575,-0.00131400396951405
-0.061508112769279,-0.0468768540240238,-0.0685743941430507,-0.0183231180951955,-0.0634188687006143,-0.0451916964184397,-0.119966033946804,0.100915198173768,0.00942216170976498
-0.0304972220600916,-0.0748999566314103,-0.0434053738965227,-0.0501792373739131,-0.0326351903101945,-0.073545265155462,-0.134614100466391,0.0885736339922211,0.042379553064182
0.00344818459773356,-0.0954699464225157,-0.00911041432340067,-0.0797005095384209,0.00123713294203109,-0.0945616676590687,-0.139146075691746,0.0605660981307288,0.0843032005707955
0.037005294273428,-0.106573289481032,0.0201335710396135,-0.0957157405409729,0.0349555241272449,-0.106239565761955,-0.134094929229413,0.0227522893413903,0.0967201160223183
0.066889303279563,-0.107123113226858,0.0555922821742537,-0.106248869594145,0.0651239636419625,-0.107371108953635,-0.133510111300423,-0.0130354366620587,0.157690695494905
0.0901749565869767,-0.09706559708388,0.0839467270379999,-0.105370475564053,0.0888558723058842,-0.0978785943045351,-0.0922108705469701,-0.0437092580310141,0.137391675511982
0.104582892215516,-0.0773852408073289,0.104057920527111,-0.0961674810812221,0.103817151618677,-0.0786709611287502,-0.0569720365518092,-0.0695284590817196,0.136425241772611
0.108702761044613,-0.0500084947876188,0.119790996199864,-0.0756555377720978,0.108503883654401,-0.0516546086905314,-0.0340466086785942,-0.0896891285711545,0.135344057031551
0.102131281603209,-0.0176151856669681,0.118914732078918,-0.0461490670261568,0.102529511043062,-0.0194720166539603,0.00970465726328763,-0.113556590845991,0.105390652078696
